Tanggal Pemesanan,No. Transaksi,ID Produk,ID Kustomer,Nama Kustomer,Segmentasi,Kota,Provinsi,Negara,Kategori Produk,Sub Kategori Produk,Nama Produk, Harga Satuan,Kuantitas, Total Penjualan,Metode Pembayaran,Metode Pengiriman, Profit,,Question
8/22/2024,ELX613779,EP11665,CE6645,"Kawaca Hidayanto, S.IP",Home Office,Jakarta Selatan,DKI Jakarta,Indonesia,Penyimpanan,Hard Drive,WD My Passport 1TB, Rp 7.888.676 ,2, Rp 15.777.352 ,Debit,AnterAja, Rp 2.592.519 ,,
5/13/2024,ELX613780,EP20295,CE7060,Wirda Haryanti,Home Office,Makassar,Sulawesi Selatan,Indonesia,Peralatan Dapur,Air Fryer,Xiaomi Air Fryer, Rp 6.109.166 ,3, Rp 18.327.498 ,QRIS,JNE, Rp 2.444.150 ,,
7/27/2023,ELX613781,EP49212,CE8646,Dt. Umar Wijayanti,Corporate,Solo,Jawa Tengah,Indonesia,Networking,Router,TP-Link Deco M5, Rp 1.236.385 ,3, Rp 3.709.155 ,Debit,SiCepat, Rp 325.398 ,,
9/11/2025,ELX613782,EP62674,CE7404,Tari Mustofa,Home Office,Sleman,Yogyakarta,Indonesia,Peralatan Dapur,Microwave,Panasonic Microwave, Rp 24.676.965 ,1, Rp 24.676.965 ,QRIS,AnterAja, Rp 1.804.929 ,,
7/27/2023,ELX613783,EP70608,CE1791,Ega Suryono,Consumer,Jakarta Barat,DKI Jakarta,Indonesia,Smartphone,Android Phone,Vivo V27, Rp 3.124.540 ,3, Rp 9.373.620 ,Debit,SiCepat, Rp 1.764.621 ,,
12/3/2025,ELX613784,EP54988,CE5781,R.A. Vicky Suryatmi,Home Office,Cirebon,Jawa Barat,Indonesia,Peralatan Rumah,AC,LG Air Conditioner, Rp 11.284.194 ,1, Rp 11.284.194 ,Cash,SiCepat, Rp 1.541.190 ,,
12/3/2025,ELX613785,EP94278,CE2826,"Emil Prasasta, S.I.Kom",Corporate,Tebing Tinggi,Sumatera Utara,Indonesia,Smartphone,iOS Phone,iPhone 13 Pro, Rp 6.240.395 ,3, Rp 18.721.185 ,Debit,JNE, Rp 2.461.008 ,,
3/4/2024,ELX613786,EP39682,CE4989,Elma Wijayanti,Corporate,Jakarta Selatan,DKI Jakarta,Indonesia,Monitor,Gaming,ASUS TUF Gaming Monitor, Rp 15.301.218 ,2, Rp 30.602.436 ,Cash,Grab, Rp 3.156.782 ,,
8/26/2025,ELX613787,EP68066,CE3990,"Ratih Kusumo, S.Farm",Home Office,Semarang,Jawa Tengah,Indonesia,Tablet,Android Tablet,Samsung Galaxy Tab S8, Rp 3.659.768 ,3, Rp 10.979.304 ,Cash,J&T, Rp 1.063.511 ,,
6/10/2023,ELX613788,EP39576,CE5996,Raden Winarsih,Corporate,Jakarta Pusat,DKI Jakarta,Indonesia,Laptop,Apple,MacBook Pro M2, Rp 18.211.520 ,3, Rp 54.634.560 ,Cash,Grab, Rp 9.518.001 ,,
3/9/2023,ELX613789,EP77312,CE5221,Setya Tamba,Home Office,Bogor,Jawa Barat,Indonesia,Speaker,Soundbar,Samsung Soundbar HW-T450, Rp 2.832.483 ,1, Rp 2.832.483 ,Debit,Gojek, Rp 468.098 ,,
4/1/2023,ELX613790,EP49014,CE2451,Digdaya Prabowo,Consumer,Cimahi,Jawa Barat,Indonesia,Peralatan Rumah,AC,LG Air Conditioner, Rp 7.498.245 ,2, Rp 14.996.490 ,Cash,J&T, Rp 2.451.499 ,,
5/13/2024,ELX613791,EP12783,CE3475,Dinda Mardhiyah,Corporate,Gunung Sitoli,Sumatera Utara,Indonesia,Headphone,Noise Cancelling,Sony WH-1000XM5, Rp 22.954.531 ,1, Rp 22.954.531 ,Cash,Grab, Rp 1.294.720 ,,
5/13/2024,ELX613792,EP32659,CE1006,"Anita Prasetya, S.Psi",Consumer,Makassar,Sulawesi Selatan,Indonesia,Peralatan Dapur,Microwave,Panasonic Microwave, Rp 15.879.854 ,3, Rp 47.639.562 ,Cash,J&T, Rp 8.243.590 ,,
7/6/2024,ELX613793,EP12277,CE1598,Paiman Anggriawan,Home Office,Jakarta Barat,DKI Jakarta,Indonesia,Aksesori,Keyboard Gaming,Razer BlackWidow, Rp 10.333.414 ,1, Rp 10.333.414 ,Debit,POS Indonesia, Rp 1.158.051 ,,
4/24/2025,ELX613794,EP44614,CE9893,"Puti Janet Nuraini, S.T.",Consumer,Barru,Sulawesi Selatan,Indonesia,Smartphone,iOS Phone,iPhone SE 2022, Rp 17.108.889 ,2, Rp 34.217.778 ,QRIS,J&T, Rp 5.585.247 ,,
3/4/2024,ELX613795,EP80577,CE3121,"Okta Adriansyah, S.I.Kom",Home Office,Long Ikis,Kalimantan Timur,Indonesia,Smartphone,Android Phone,Realme Narzo 50, Rp 24.455.803 ,3, Rp 73.367.409 ,Cash,Grab, Rp 10.806.634 ,,
11/11/2024,ELX613796,EP84310,CE5971,Keisha Hakim,Corporate,Makassar,Sulawesi Selatan,Indonesia,Smart Home,Robot Vacuum,Ecovacs Deebot, Rp 20.547.459 ,1, Rp 20.547.459 ,Cash,JNE, Rp 3.017.196 ,,
2/21/2023,ELX613797,EP25271,CE6274,Maria Kusumo,Corporate,Medan,Sumatera Utara,Indonesia,Kamera,Mirrorless,Sony Alpha a6400, Rp 20.023.436 ,1, Rp 20.023.436 ,QRIS,Ninja Xpress, Rp 2.243.765 ,,
2/8/2025,ELX613798,EP29351,CE1824,Drs. Wirda Riyanti,Consumer,Semarang,Jawa Tengah,Indonesia,Peralatan Rumah,AC,LG Air Conditioner, Rp 24.746.074 ,3, Rp 74.238.222 ,Debit,AnterAja, Rp 7.144.379 ,,
7/20/2025,ELX613799,EP28274,CE6864,Chelsea Widiastuti,Consumer,Cimahi,Jawa Barat,Indonesia,Tablet,Apple Tablet,iPad Air 5, Rp 16.954.311 ,3, Rp 50.862.933 ,QRIS,Gojek, Rp 6.296.559 ,,
4/9/2024,ELX613800,EP50860,CE2726,Darimin Winarno,Home Office,Sleman,Yogyakarta,Indonesia,Smartphone,Android Phone,Poco X5 Pro, Rp 23.269.206 ,2, Rp 46.538.412 ,Debit,POS Indonesia, Rp 4.795.083 ,,
9/22/2023,ELX613801,EP45122,CE1555,Elon Kuswoyo,Consumer,Surabaya,Jawa Timur,Indonesia,Motor Listrik,EV Scooter,Motor Listrik United T1800, Rp 15.966.950 ,2, Rp 31.933.900 ,QRIS,J&T, Rp 1.771.569 ,,
6/18/2025,ELX613802,EP57539,CE5910,Hartana Usamah,Consumer,Probolinggo,Jawa Timur,Indonesia,Laptop,Notebook,Acer Aspire 5, Rp 8.807.646 ,2, Rp 17.615.292 ,Cash,Gojek, Rp 1.851.863 ,,
9/22/2023,ELX613803,EP19233,CE3189,Dr. Dalimin Ramadan,Home Office,Bogor,Jawa Barat,Indonesia,Aksesori,Mouse,Logitech MX Master 3, Rp 10.024.981 ,1, Rp 10.024.981 ,QRIS,Grab, Rp 1.977.109 ,,
8/12/2023,ELX613804,EP17207,CE4520,Maria Firgantoro,Home Office,Bogor,Jawa Barat,Indonesia,Laptop,Notebook,Acer Aspire 5, Rp 21.132.293 ,3, Rp 63.396.879 ,Cash,J&T, Rp 10.717.373 ,,
5/13/2024,ELX613805,EP30490,CE4056,"Drs. Kairav Siregar, S.H.",Home Office,Yogyakarta,Yogyakarta,Indonesia,Networking,Router,TP-Link Deco M5, Rp 12.326.016 ,2, Rp 24.652.032 ,Cash,J&T, Rp 3.448.475 ,,
2/21/2023,ELX613806,EP43614,CE4911,Balapati Sudiati,Consumer,Bandung,Jawa Barat,Indonesia,Laptop,Ultrabook,ASUS ZenBook, Rp 12.556.387 ,3, Rp 37.669.161 ,QRIS,Grab, Rp 6.531.120 ,,
3/9/2023,ELX613807,EP14284,CE8656,Paulin Setiawan,Corporate,Jakarta Selatan,DKI Jakarta,Indonesia,Smartphone,Android Phone,Oppo A96, Rp 5.406.714 ,3, Rp 16.220.142 ,Debit,J&T, Rp 983.639 ,,
7/6/2024,ELX613808,EP58922,CE6628,Nugraha Hariyah,Consumer,Tenggarong,Kalimantan Timur,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Selis E-Max, Rp 1.684.655 ,1, Rp 1.684.655 ,Cash,POS Indonesia, Rp 262.623 ,,
6/21/2024,ELX613809,EP26008,CE8363,Lukita Rahayu,Consumer,Maros,Sulawesi Selatan,Indonesia,Peralatan Dapur,Blender,Philips Blender HR2221, Rp 1.398.343 ,1, Rp 1.398.343 ,QRIS,JNE, Rp 138.682 ,,
2/21/2023,ELX613810,EP12623,CE9349,Natalia Riyanti,Home Office,Jakarta Selatan,DKI Jakarta,Indonesia,Smartphone,Android Phone,Realme Narzo 50, Rp 8.337.613 ,3, Rp 25.012.839 ,QRIS,Ninja Xpress, Rp 4.239.899 ,,
9/22/2023,ELX613811,EP24029,CE1547,Kala Dongoran,Home Office,Yogyakarta,Yogyakarta,Indonesia,Tablet,Apple Tablet,iPad Air 5, Rp 18.198.117 ,3, Rp 54.594.351 ,Cash,SiCepat, Rp 5.858.193 ,,
2/8/2025,ELX613812,EP76376,CE4489,Drs. Siska Widiastuti,Corporate,Surabaya,Jawa Timur,Indonesia,Peralatan Rumah,AC,LG Air Conditioner, Rp 2.810.408 ,3, Rp 8.431.224 ,QRIS,Ninja Xpress, Rp 699.205 ,,
9/8/2024,ELX613813,EP80141,CE7326,Daniswara Mardhiyah,Home Office,Bekasi,Jawa Barat,Indonesia,Tablet,Apple Tablet,iPad Air 5, Rp 15.700.235 ,2, Rp 31.400.470 ,QRIS,AnterAja, Rp 4.052.077 ,,
9/22/2023,ELX613814,EP18770,CE5293,"Syahrini Yolanda, S.H.",Corporate,Langkat,Sumatera Utara,Indonesia,Peralatan Rumah,Freezer,Polytron Chest Freezer, Rp 8.046.738 ,1, Rp 8.046.738 ,Cash,Grab, Rp 1.444.759 ,,
5/13/2024,ELX613815,EP82812,CE8597,Rahayu Samosir,Consumer,Medan,Sumatera Utara,Indonesia,Smartphone,Android Phone,Poco X5 Pro, Rp 15.972.769 ,2, Rp 31.945.538 ,Cash,Gojek, Rp 5.972.641 ,,
1/15/2024,ELX613816,EP14383,CE3624,Balangga Pudjiastuti,Consumer,Depok,Jawa Barat,Indonesia,Aksesori,Keyboard Gaming,Razer BlackWidow, Rp 13.688.756 ,3, Rp 41.066.268 ,Cash,Gojek, Rp 4.651.115 ,,
12/24/2023,ELX613817,EP72070,CE4517,Anom Wijayanti,Home Office,Tasikmalaya,Jawa Barat,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Selis E-Max, Rp 18.765.452 ,2, Rp 37.530.904 ,QRIS,Gojek, Rp 3.566.015 ,,
5/13/2024,ELX613818,EP70900,CE1877,Gandewa Prasetya,Home Office,Bangli,Bali,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Smoot Tempur, Rp 10.843.121 ,2, Rp 21.686.242 ,QRIS,Ninja Xpress, Rp 2.705.669 ,,
8/26/2025,ELX613819,EP39793,CE1832,Tania Haryanti,Consumer,Bekasi,Jawa Barat,Indonesia,Laptop,Gaming,Lenovo Legion 5, Rp 4.252.020 ,2, Rp 8.504.040 ,Cash,J&T, Rp 518.755 ,,
10/20/2024,ELX613820,EP28028,CE1014,Muhammad Hariyah,Consumer,Jakarta Pusat,DKI Jakarta,Indonesia,Smart Home,Robot Vacuum,Ecovacs Deebot, Rp 16.620.121 ,1, Rp 16.620.121 ,Cash,SiCepat, Rp 2.364.007 ,,
6/10/2023,ELX613821,EP50691,CE8671,"Maimunah Pratama, S.H.",Corporate,Bogor,Jawa Barat,Indonesia,Penyimpanan,Hard Drive,WD My Passport 1TB, Rp 16.999.249 ,3, Rp 50.997.747 ,Debit,Gojek, Rp 9.538.936 ,,
8/22/2024,ELX613822,EP44412,CE7178,"Balijan Budiyanto, M.Farm",Corporate,Jakarta Selatan,DKI Jakarta,Indonesia,Peralatan Rumah,Mesin Cuci,Sharp Washing Machine, Rp 10.199.329 ,1, Rp 10.199.329 ,Cash,Gojek, Rp 629.372 ,,
10/20/2024,ELX613823,EP57369,CE4063,dr. Gandewa Wulandari,Consumer,Singaraja,Bali,Indonesia,Motor Listrik,EV Scooter,Motor Listrik United T1800, Rp 9.465.792 ,3, Rp 28.397.376 ,Debit,JNE, Rp 4.969.531 ,,
7/6/2024,ELX613824,EP41632,CE4210,Umaya Wacana,Corporate,Jakarta Selatan,DKI Jakarta,Indonesia,Laptop,Gaming,MSI GF63, Rp 24.072.047 ,2, Rp 48.144.094 ,QRIS,AnterAja, Rp 3.898.789 ,,
9/11/2025,ELX613825,EP74991,CE1853,Wira Widiastuti,Home Office,Sumbawa,NTB,Indonesia,Aksesori,Keyboard Gaming,Razer BlackWidow, Rp 16.026.502 ,1, Rp 16.026.502 ,QRIS,AnterAja, Rp 1.002.365 ,,
3/4/2024,ELX613826,EP68594,CE7243,Salman Permata,Consumer,Penajam,Kalimantan Timur,Indonesia,Laptop,Convertible,HP Pavilion x360, Rp 12.188.539 ,1, Rp 12.188.539 ,Cash,JNE, Rp 1.158.452 ,,
11/11/2024,ELX613827,EP97001,CE8531,"Nurul Kuswoyo, M.TI.",Home Office,Bekasi,Jawa Barat,Indonesia,Speaker,Bluetooth Speaker,JBL Flip 6, Rp 22.764.933 ,2, Rp 45.529.866 ,Cash,AnterAja, Rp 3.137.336 ,,
2/8/2025,ELX613828,EP35625,CE4925,dr. Kemba Megantara,Home Office,Pasuruan,Jawa Timur,Indonesia,Aksesori,Mouse,Logitech MX Master 3, Rp 11.664.750 ,2, Rp 23.329.500 ,Debit,AnterAja, Rp 1.337.180 ,,
11/21/2023,ELX613829,EP80048,CE7035,R.M. Prabawa Saefullah,Corporate,Bandung,Jawa Barat,Indonesia,Printer,Laser Printer,HP LaserJet Pro, Rp 20.908.503 ,1, Rp 20.908.503 ,QRIS,J&T, Rp 2.224.218 ,,
8/12/2023,ELX613830,EP68047,CE9503,Zulfa Nurdiyanti,Consumer,Yogyakarta,Yogyakarta,Indonesia,Laptop,Gaming,ASUS ROG Strix, Rp 5.690.924 ,3, Rp 17.072.772 ,QRIS,POS Indonesia, Rp 3.146.420 ,,
11/20/2025,ELX613831,EP64547,CE6089,Parman Sinaga,Consumer,Jakarta Barat,DKI Jakarta,Indonesia,Printer,Laser Printer,HP LaserJet Pro, Rp 15.011.528 ,1, Rp 15.011.528 ,Cash,Ninja Xpress, Rp 2.597.735 ,,
10/20/2024,ELX613832,EP97499,CE4423,Drs. Kania Saptono,Home Office,Bekasi,Jawa Barat,Indonesia,Smartphone,iOS Phone,iPhone SE 2022, Rp 14.191.548 ,1, Rp 14.191.548 ,QRIS,POS Indonesia, Rp 2.411.899 ,,
8/26/2025,ELX613833,EP27679,CE4932,Luwes Uyainah,Corporate,Depok,Jawa Barat,Indonesia,Smartphone,iOS Phone,iPhone 13 Pro, Rp 4.872.012 ,1, Rp 4.872.012 ,Cash,Ninja Xpress, Rp 475.039 ,,
4/9/2024,ELX613834,EP48897,CE9104,"KH. Narji Mustofa, S.E.I",Consumer,Bantul,Yogyakarta,Indonesia,Peralatan Rumah,Freezer,Polytron Chest Freezer, Rp 24.080.777 ,3, Rp 72.242.331 ,Debit,J&T, Rp 13.653.981 ,,
4/9/2024,ELX613835,EP85397,CE8963,Damar Lazuardi,Home Office,Blitar,Jawa Timur,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Alva One, Rp 16.827.419 ,3, Rp 50.482.257 ,QRIS,Grab, Rp 5.090.799 ,,
3/9/2023,ELX613836,EP21369,CE7342,Ir. Nugraha Rajasa,Home Office,Jakarta Barat,DKI Jakarta,Indonesia,Peralatan Dapur,Air Fryer,Xiaomi Air Fryer, Rp 17.121.395 ,3, Rp 51.364.185 ,Cash,AnterAja, Rp 5.441.337 ,,
12/24/2023,ELX613837,EP69963,CE7685,"Hj. Ira Marpaung, S.H.",Consumer,Medan,Sumatera Utara,Indonesia,Laptop,Gaming,ASUS ROG Strix, Rp 7.065.446 ,3, Rp 21.196.338 ,Debit,AnterAja, Rp 1.243.327 ,,
4/9/2024,ELX613838,EP64464,CE3343,Cornelia Maheswara,Consumer,Makassar,Sulawesi Selatan,Indonesia,Motor Listrik,EV Scooter,Motor Listrik United T1800, Rp 11.244.185 ,1, Rp 11.244.185 ,Debit,Gojek, Rp 884.404 ,,
2/16/2024,ELX613839,EP29088,CE4501,Drs. Bajragin Uwais,Corporate,Pasuruan,Jawa Timur,Indonesia,Headphone,Noise Cancelling,Sony WH-1000XM5, Rp 18.510.994 ,2, Rp 37.021.988 ,QRIS,Gojek, Rp 2.696.101 ,,
10/13/2023,ELX613840,EP76262,CE4541,"Dt. Galiono Dabukke, M.Kom.",Home Office,Semarang,Jawa Tengah,Indonesia,Laptop,Apple,MacBook Pro M2, Rp 4.567.748 ,3, Rp 13.703.244 ,Cash,AnterAja, Rp 994.690 ,,
10/20/2024,ELX613841,EP75452,CE2722,"Ir. Qori Nurdiyanti, S.IP",Home Office,Jakarta Barat,DKI Jakarta,Indonesia,Smartphone,Android Phone,Realme Narzo 50, Rp 14.815.417 ,2, Rp 29.630.834 ,Cash,Ninja Xpress, Rp 4.157.612 ,,
8/26/2025,ELX613842,EP26568,CE5535,Cinta Uwais,Consumer,Jakarta Barat,DKI Jakarta,Indonesia,Televisi,Smart TV,"Smart TV LG 55""", Rp 13.014.752 ,3, Rp 39.044.256 ,Cash,Gojek, Rp 5.286.385 ,,
1/15/2024,ELX613843,EP55515,CE1214,"Jasmin Riyanti, S.H.",Consumer,Medan,Sumatera Utara,Indonesia,Smartphone,iOS Phone,iPhone SE 2022, Rp 6.400.825 ,2, Rp 12.801.650 ,Debit,POS Indonesia, Rp 2.470.157 ,,
2/8/2025,ELX613844,EP19865,CE3648,"Martana Habibi, M.M.",Consumer,Jakarta Pusat,DKI Jakarta,Indonesia,Aksesori,Webcam,Logitech Brio Webcam, Rp 9.680.575 ,2, Rp 19.361.150 ,QRIS,SiCepat, Rp 1.108.172 ,,
8/22/2024,ELX613845,EP44057,CE2982,Ir. Caraka Mandala,Home Office,Sragen,Jawa Tengah,Indonesia,Televisi,Smart TV,"Smart TV LG 55""", Rp 17.141.587 ,3, Rp 51.424.761 ,Cash,JNE, Rp 8.327.117 ,,
2/8/2025,ELX613846,EP34544,CE1475,Yani Mandala,Corporate,Jakarta Barat,DKI Jakarta,Indonesia,Peralatan Rumah,Vacuum Cleaner,Dyson V11 Vacuum, Rp 397.399 ,1, Rp 397.399 ,Debit,SiCepat, Rp 72.717 ,,
1/21/2023,ELX613847,EP81583,CE7274,Wage Sirait,Home Office,Jembrana,Bali,Indonesia,Kamera,Mirrorless,Sony Alpha a6400, Rp 8.401.466 ,3, Rp 25.204.398 ,QRIS,Grab, Rp 4.391.346 ,,
5/13/2024,ELX613848,EP41931,CE1759,Indah Sihotang,Consumer,Yogyakarta,Yogyakarta,Indonesia,Smartphone,iOS Phone,iPhone SE 2022, Rp 6.518.998 ,3, Rp 19.556.994 ,Cash,JNE, Rp 2.273.859 ,,
6/18/2025,ELX613849,EP86611,CE1177,Cagak Astuti,Consumer,Pangkep,Sulawesi Selatan,Indonesia,Peralatan Dapur,Air Fryer,Xiaomi Air Fryer, Rp 24.709.367 ,3, Rp 74.128.101 ,QRIS,Grab, Rp 11.315.180 ,,
8/22/2024,ELX613850,EP80326,CE3337,Natalia Mangunsong,Corporate,Bogor,Jawa Barat,Indonesia,Smartphone,Android Phone,Vivo V27, Rp 16.818.166 ,1, Rp 16.818.166 ,Debit,Gojek, Rp 2.403.900 ,,
3/4/2024,ELX613851,EP39875,CE9436,Ani Pranowo,Consumer,Sleman,Yogyakarta,Indonesia,Laptop,Gaming,MSI GF63, Rp 18.202.940 ,2, Rp 36.405.880 ,Debit,Gojek, Rp 2.801.613 ,,
5/13/2024,ELX613852,EP35651,CE1229,Kadir Lailasari,Corporate,Penajam,Kalimantan Timur,Indonesia,Kamera,Mirrorless,Sony Alpha a6400, Rp 550.618 ,2, Rp 1.101.236 ,Cash,Ninja Xpress, Rp 155.318 ,,
6/10/2023,ELX613853,EP97513,CE9751,Sutan Johan Puspasari,Corporate,Depok,Jawa Barat,Indonesia,Aksesori,Mouse,Logitech MX Master 3, Rp 16.844.204 ,2, Rp 33.688.408 ,Cash,POS Indonesia, Rp 4.003.882 ,,
11/20/2025,ELX613854,EP10467,CE6706,Zaenab Habibi,Corporate,Semarang,Jawa Tengah,Indonesia,Penyimpanan,Hard Drive,WD My Passport 1TB, Rp 12.160.011 ,2, Rp 24.320.022 ,Debit,Gojek, Rp 3.823.292 ,,
7/20/2025,ELX613855,EP92210,CE7029,Makara Hariyah,Home Office,Bantul,Yogyakarta,Indonesia,Kamera,Mirrorless,Sony Alpha a6400, Rp 21.360.197 ,1, Rp 21.360.197 ,QRIS,Ninja Xpress, Rp 2.719.450 ,,
1/19/2025,ELX613856,EP58399,CE3108,Azalea Waskita,Consumer,Surabaya,Jawa Timur,Indonesia,Peralatan Rumah,Kulkas,Samsung Refrigerator 2-Door, Rp 13.229.448 ,3, Rp 39.688.344 ,Cash,J&T, Rp 3.922.230 ,,
8/26/2025,ELX613857,EP23586,CE2485,Rahmi Padmasari,Consumer,Jakarta Selatan,DKI Jakarta,Indonesia,Kamera,Mirrorless,Sony Alpha a6400, Rp 9.974.297 ,3, Rp 29.922.891 ,Cash,J&T, Rp 1.744.590 ,,
3/4/2024,ELX613858,EP73529,CE2513,Cecep Dabukke,Consumer,Palopo,Sulawesi Selatan,Indonesia,Headphone,Noise Cancelling,Sony WH-1000XM5, Rp 4.624.316 ,2, Rp 9.248.632 ,QRIS,SiCepat, Rp 881.980 ,,
9/11/2025,ELX613859,EP33021,CE9039,"dr. Elvina Mardhiyah, M.Ak",Home Office,Yogyakarta,Yogyakarta,Indonesia,Laptop,Apple,MacBook Pro M2, Rp 437.762 ,2, Rp 875.524 ,Debit,JNE, Rp 53.474 ,,
6/18/2025,ELX613860,EP39563,CE5543,"drg. Saadat Yuliarti, S.I.Kom",Consumer,Depok,Jawa Barat,Indonesia,Peralatan Dapur,Microwave,Panasonic Microwave, Rp 18.758.665 ,1, Rp 18.758.665 ,Debit,POS Indonesia, Rp 2.506.684 ,,
5/2/2023,ELX613861,EP44017,CE9874,Edward Lestari,Home Office,Bontang,Kalimantan Timur,Indonesia,Printer,Ink Tank,Canon PIXMA G2020, Rp 17.369.281 ,1, Rp 17.369.281 ,Debit,Grab, Rp 1.739.742 ,,
11/11/2024,ELX613862,EP15430,CE4612,"Asirwada Lailasari, S.E.",Home Office,Cimahi,Jawa Barat,Indonesia,Headphone,Noise Cancelling,Sony WH-1000XM5, Rp 17.688.459 ,2, Rp 35.376.918 ,Debit,POS Indonesia, Rp 2.219.007 ,,
5/13/2024,ELX613863,EP18079,CE1022,Jane Wahyuni,Home Office,Makassar,Sulawesi Selatan,Indonesia,Peralatan Dapur,Microwave,Panasonic Microwave, Rp 15.296.895 ,3, Rp 45.890.685 ,Debit,Ninja Xpress, Rp 6.380.884 ,,
9/11/2025,ELX613864,EP86808,CE9455,Ina Widodo,Corporate,Bogor,Jawa Barat,Indonesia,Networking,Router,TP-Link Deco M5, Rp 17.768.121 ,1, Rp 17.768.121 ,Debit,AnterAja, Rp 2.072.212 ,,
4/1/2023,ELX613865,EP31478,CE1068,Harjaya Astuti,Home Office,Praya,NTB,Indonesia,Kamera,Mirrorless,Canon EOS M50, Rp 12.360.183 ,3, Rp 37.080.549 ,Cash,POS Indonesia, Rp 5.066.380 ,,
8/12/2023,ELX613866,EP76321,CE7120,"Ika Sitorus, M.Farm",Consumer,Gowa,Sulawesi Selatan,Indonesia,Laptop,Apple,MacBook Pro M2, Rp 9.370.621 ,3, Rp 28.111.863 ,Cash,Gojek, Rp 2.896.685 ,,
8/12/2023,ELX613867,EP86516,CE7106,Kairav Prasetyo,Consumer,Jakarta Timur,DKI Jakarta,Indonesia,Peralatan Rumah,AC,LG Air Conditioner, Rp 16.867.050 ,3, Rp 50.601.150 ,Cash,J&T, Rp 7.590.572 ,,
7/6/2024,ELX613868,EP14021,CE2584,Keisha Yolanda,Home Office,Kulon Progo,Yogyakarta,Indonesia,Televisi,Smart TV,"Smart TV LG 55""", Rp 11.107.024 ,1, Rp 11.107.024 ,QRIS,AnterAja, Rp 1.699.563 ,,
9/11/2025,ELX613869,EP81447,CE1690,"Drs. Mulya Hutagalung, S.Pt",Consumer,Sumbawa Barat,NTB,Indonesia,Laptop,Ultrabook,ASUS ZenBook, Rp 8.060.712 ,2, Rp 16.121.424 ,Cash,Grab, Rp 2.194.615 ,,
4/24/2025,ELX613870,EP11911,CE4476,Unjani Hastuti,Home Office,Semarang,Jawa Tengah,Indonesia,Peralatan Rumah,Mesin Cuci,Sharp Washing Machine, Rp 24.491.164 ,2, Rp 48.982.328 ,QRIS,POS Indonesia, Rp 3.306.457 ,,
8/12/2023,ELX613871,EP23815,CE5923,"Zamira Prasasta, S.Pd",Corporate,Bantul,Yogyakarta,Indonesia,Printer,Ink Tank,Canon PIXMA G2020, Rp 20.889.044 ,2, Rp 41.778.088 ,Cash,Gojek, Rp 2.963.414 ,,
8/12/2023,ELX613872,EP19607,CE9511,"Cut Amelia Mardhiyah, S.IP",Home Office,Jakarta Selatan,DKI Jakarta,Indonesia,Peralatan Rumah,Kulkas,Samsung Refrigerator 2-Door, Rp 15.159.859 ,1, Rp 15.159.859 ,Cash,Gojek, Rp 1.109.342 ,,
2/8/2025,ELX613873,EP99872,CE4799,Nilam Pradana,Consumer,Surabaya,Jawa Timur,Indonesia,Aksesori,Webcam,Logitech Brio Webcam, Rp 24.320.132 ,1, Rp 24.320.132 ,Cash,POS Indonesia, Rp 3.336.240 ,,
10/22/2025,ELX613874,EP16814,CE4858,"Cut Lalita Hariyah, S.Kom",Home Office,Gowa,Sulawesi Selatan,Indonesia,Peralatan Rumah,Kulkas,Samsung Refrigerator 2-Door, Rp 2.634.422 ,1, Rp 2.634.422 ,Debit,JNE, Rp 427.461 ,,
12/23/2024,ELX613875,EP20790,CE3119,Silvia Anggraini,Corporate,Semarang,Jawa Tengah,Indonesia,Peralatan Dapur,Air Fryer,Xiaomi Air Fryer, Rp 1.711.429 ,3, Rp 5.134.287 ,Cash,Ninja Xpress, Rp 527.258 ,,
8/12/2023,ELX613876,EP38005,CE6204,Makara Nasyiah,Home Office,Deli Serdang,Sumatera Utara,Indonesia,Peralatan Dapur,Air Fryer,Xiaomi Air Fryer, Rp 13.108.094 ,3, Rp 39.324.282 ,QRIS,JNE, Rp 4.198.405 ,,
5/13/2024,ELX613877,EP96395,CE7960,Among Nasyiah,Consumer,Makassar,Sulawesi Selatan,Indonesia,Smartphone,Android Phone,Oppo A96, Rp 15.028.192 ,1, Rp 15.028.192 ,Debit,J&T, Rp 2.463.265 ,,
3/9/2023,ELX613878,EP63572,CE8734,Dr. Makara Hardiansyah,Home Office,Semarang,Jawa Tengah,Indonesia,Peralatan Dapur,Microwave,Panasonic Microwave, Rp 10.401.347 ,1, Rp 10.401.347 ,Debit,Ninja Xpress, Rp 1.499.942 ,,
12/23/2024,ELX613879,EP39246,CE7751,Ghaliyati Hidayanto,Consumer,Tanjung Redeb,Kalimantan Timur,Indonesia,Televisi,Smart TV,"Smart TV LG 55""", Rp 13.396.950 ,1, Rp 13.396.950 ,QRIS,AnterAja, Rp 2.609.289 ,,
8/12/2023,ELX613880,EP68915,CE2986,"Luis Suartini, S.Ked",Corporate,Semarang,Jawa Tengah,Indonesia,Televisi,Smart TV,"Smart TV LG 55""", Rp 21.603.954 ,1, Rp 21.603.954 ,Cash,POS Indonesia, Rp 3.988.218 ,,
